eog,emg
-3,0
-2,-1
-3,0
-1,1
-1,1
-3,1
-2,0
-1,0
-3,0
-3,0
-2,1
-4,-1
-6,0
-6,0
-7,0
-10,0
-9,-1
-9,0
-10,0
-10,-1
-8,0
-9,0
-9,0
-5,0
-3,1
-3,2
-2,-1
0,-1
-1,-1
1,-1
3,0
1,0
0,0
3,0
5,-1
5,0
6,-1
8,0
6,0
5,0
6,2
5,1
3,1
3,0
1,-1
-2,0
-2,-1
-1,0
-3,-1
-4,-1
-4,1
-7,0
-8,1
-7,0
-8,-1
-11,0
-10,0
-7,1
-8,0
-7,-1
-6,0
-8,0
-9,1
-8,0
-7,-1
-9,-1
-8,-1
-8,0
-10,1
-12,0
-12,1
-15,0
-15,0
-12,1
-11,0
-13,-1
-12,-2
-12,0
-15,0
-15,0
-14,0
-16,0
-16,1
-14,1
-13,0
-13,0
-11,-1
-10,0
-11,0
-10,0
-9,1
-11,0
-12,1
-11,0
-12,-2
-14,-1
-13,-1
-13,1
-15,1
-14,-1
-12,0
-13,0
-15,0
-15,1
-17,0
-19,1
-19,0
-17,1
-17,1
-16,0
-15,0
-16,-2
-17,-1
-15,0
-15,0
-16,1
-14,0
-14,0
-17,-1
-19,-1
-19,1
-20,0
-20,0
-18,0
-19,0
-21,0
-21,-1
-21,0
-23,0
-23,-1
-21,1
-22,0
-22,0
-21,0
-21,0
-22,1
-19,0
-14,-1
-8,-2
0,-3
7,-1
5,-1
-3,0
-13,2
-22,1
-25,2
-21,3
-16,3
-14,1
-12,-1
-11,-1
-13,-3
-15,-2
-13,-1
-13,-1
-14,0
-13,-1
-12,0
-13,1
-12,1
-9,1
-11,0
-12,0
-10,0
-8,0
-8,0
-7,-1
-6,1
-8,0
-6,0
-4,0
-5,-1
-5,-1
-3,0
-2,0
-2,1
0,0
1,0
0,0
0,-1
1,1
-1,0
-2,0
-1,1
-1,0
-3,1
-3,0
-2,0
-4,0
-4,0
-1,1
0,0
2,0
5,0
4,-1
3,-1
4,-1
4,-1
3,-1
2,0
2,1
0,0
-1,1
0,1
-1,0
-2,1
-1,1
0,1
-1,0
0,-1
1,1
-1,-1
-2,-1
0,0
-1,-1
-3,0
-2,-1
0,0
-1,1
0,-1
1,0
0,0
0,1
2,1
1,0
0,1
3,0
4,-1
3,-1
3,-2
4,0
3,1
,
